,price
155285,46000
155286,54000
155287,29255
155288,39998
155289,31995
155290,15100
155291,65900
155292,48000
155293,34500
155294,11100
155295,48295
155296,14500
155297,24000
155298,146000
155299,20995
155300,29000
155301,109900
155302,28750
155303,69950
155304,220000
155305,15599
155306,86900
155307,69999
155308,21500
155309,16800
155310,33999
155311,31995
155312,15600
155313,41500
155314,33500
155315,92000
155316,12500
155317,35999
155318,29900
155319,8500
155320,3000
155321,62595
155322,79990
155323,29000
155324,49999
155325,72900
155326,58500
155327,47500
155328,9750
155329,5000
155330,52900
155331,13800
155332,17500
155333,22999
155334,62500
155335,36500
155336,79999
155337,54800
155338,98000
155339,32500
155340,16500
155341,19500
155342,35000
155343,15500
155344,36139
155345,42433
155346,54500
155347,69250
155348,17500
155349,31871
155350,14500
155351,29000
155352,22550
155353,44900
155354,12000
155355,10199
155356,38999
155357,63500
155358,50000
155359,25500
155360,8400
155361,34995
155362,25500
155363,27500
155364,49573
155365,129000
155366,18750
155367,25000
155368,12500
155369,39998
155370,69900
155371,12950
155372,38781
155373,34950
155374,52000
155375,29999
155376,42500
155377,57000
155378,34645
155379,53900
155380,51000
155381,26999
155382,9000
155383,16999
155384,21500
155385,17000
155386,52999
155387,23000
155388,98900
155389,39857
155390,12990
155391,7995
155392,38400
155393,45000
155394,15500
155395,21000
155396,52645
155397,62500
155398,12900
155399,33500
155400,27700
155401,32500
155402,64900
155403,35999
155404,15000
155405,12999
155406,15000
155407,9450
155408,59900
155409,8900
155410,40598
155411,2000
155412,13999
155413,16500
155414,49500
155415,16000
155416,51750
155417,32999
155418,56000
155419,12433
155420,4900
155421,21999
155422,37899
155423,12000
155424,9000
155425,67900
155426,26900
155427,197499
155428,18900
155429,57000
155430,35750
155431,143900
155432,12749
155433,14900
155434,47500
155435,9950
155436,46000
155437,288900
155438,59000
155439,3000
155440,68995
155441,24900
155442,57480
155443,41986
155444,51899
155445,27500
155446,33364
155447,117500
155448,27798
155449,36000
155450,128900
155451,115000
155452,28750
155453,46000
155454,57998
155455,66200
155456,97993
155457,11970
155458,46000
155459,14599
155460,37000
155461,24000
155462,28500
155463,29000
155464,35000
155465,41998
155466,122950
155467,41500
155468,59950
155469,16000
155470,8200
155471,46900
155472,30500
155473,16000
155474,115000
155475,69000
155476,65000
155477,39500
155478,10000
155479,14798
155480,30510
155481,81500
155482,199995
155483,29500
155484,26000
155485,88950
155486,99000
155487,77430
155488,109900
155489,12000
155490,39998
155491,12000
155492,9499
155493,91000
155494,35000
155495,32769
155496,26000
155497,33500
155498,18900
155499,53900
155500,259000
155501,33000
155502,49000
155503,11000
155504,65990
155505,75000
155506,14999
155507,5000
155508,9200
155509,35000
155510,42995
155511,19977
155512,8000
155513,44798
155514,22999
155515,44998
155516,197499
155517,45500
155518,27900
155519,26500
155520,55000
155521,22000
155522,34000
155523,34645
155524,9500
155525,43998
155526,43837
155527,28500
155528,27785
155529,29255
155530,36000
155531,11999
155532,76500
155533,54500
155534,41999
155535,27000
155536,38200
155537,49500
155538,15400
155539,51000
155540,15900
155541,31950
155542,8700
155543,16500
155544,15000
155545,85000
155546,15000
155547,35000
155548,58598
155549,32500
155550,68000
155551,99900
155552,95000
155553,82000
155554,27995
155555,26999
155556,55000
155557,34900
155558,78000
155559,17000
155560,16000
155561,27500
155562,130000
155563,44000
155564,29500
155565,9999
155566,10990
155567,27500
155568,30500
155569,37000
155570,19395
155571,64600
155572,11995
155573,29995
155574,74500
155575,25900
155576,34700
155577,36998
155578,84000
155579,7000
155580,11495
155581,31450
155582,11500
155583,91500
155584,22000
155585,15000
155586,32063
155587,31000
155588,7900
155589,89000
155590,24900
155591,8500
155592,36495
155593,42900
155594,259000
155595,87150
155596,38500
155597,35234
155598,65000
155599,35999
155600,54800
155601,99000
155602,17500
155603,7300
155604,74900
155605,40000
155606,10900
155607,12400
155608,18000
155609,84645
155610,48950
155611,12500
155612,54500
155613,37000
155614,32100
155615,124999
155616,65999
155617,13490
155618,15000
155619,30499
155620,26500
155621,67900
155622,11000
155623,30490
155624,12240
155625,19000
155626,139500
155627,12500
155628,40999
155629,24000
155630,151900
155631,19900
155632,41927
155633,38490
155634,24700
155635,84997
155636,3850
155637,8200
155638,99999
155639,36000
155640,46999
155641,5000
155642,288900
155643,20900
155644,12900
155645,4500
155646,13600
155647,26499
155648,70999
155649,73995
155650,41598
155651,25900
155652,71995
155653,26990
155654,17500
155655,15995
155656,19000
155657,58500
155658,66500
155659,38999
155660,36750
155661,78499
155662,95500
155663,16900
155664,23977
155665,279950
155666,10099
155667,35999
155668,15100
155669,10000
155670,58000
155671,22000
155672,20000
155673,33500
155674,66000
155675,23000
155676,20000
155677,19995
155678,32900
155679,55000
155680,17999
155681,9000
155682,44870
155683,19500
155684,85500
155685,16000
155686,42500
155687,31000
155688,46000
155689,11999
155690,26095
155691,46000
155692,35000
155693,15000
155694,10995
155695,38900
155696,34645
155697,15999
155698,34000
155699,50000
155700,19000
155701,7858
155702,33000
155703,64800
155704,50204
155705,33580
155706,32000
155707,21900
155708,46798
155709,38000
155710,48000
155711,75500
155712,17500
155713,19000
155714,11999
155715,20500
155716,17999
155717,64500
155718,15000
155719,15500
155720,27500
155721,13000
155722,31000
155723,32500
155724,24950
155725,46900
155726,35000
155727,31853
155728,36000
155729,46900
155730,60998
155731,68590
155732,26000
155733,6975
155734,49999
155735,4200
155736,18750
155737,20999
155738,8900
155739,9500
155740,159998
155741,34995
155742,41000
155743,10000
155744,47598
155745,11495
155746,55000
155747,15999
155748,33500
155749,33900
155750,18500
155751,45900
155752,39599
155753,35900
155754,69900
155755,46995
155756,23754
155757,43000
155758,20000
155759,16000
155760,45950
155761,24700
155762,66900
155763,23000
155764,10000
155765,55998
155766,83999
155767,24000
155768,31953
155769,65000
155770,64000
155771,25000
155772,24000
155773,54900
155774,39951
155775,4700
155776,52991
155777,28900
155778,30000
155779,16000
155780,47995
155781,26000
155782,20999
155783,50000
155784,19500
155785,35500
155786,23950
155787,17500
155788,10500
155789,23450
155790,17500
155791,12900
155792,12000
155793,54000
155794,25995
155795,43389
155796,162950
155797,60999
155798,36590
155799,48998
155800,8000
155801,47000
155802,69995
155803,11995
155804,27499
155805,77999
155806,50000
155807,115000
155808,12000
155809,12500
155810,26000
155811,8900
155812,21995
155813,17500
155814,17500
155815,3900
155816,72995
155817,77900
155818,63997
155819,45000
155820,4999
155821,25980
155822,240000
155823,29182
155824,29998
155825,399950
155826,9999
155827,33999
155828,60200
155829,81500
155830,12350
155831,10500
155832,35750
155833,195000
155834,51900
155835,17500
155836,16499
155837,12500
155838,129000
155839,50000
155840,28825
155841,17000
155842,15000
155843,20000
155844,65500
155845,39999
155846,175000
155847,14900
155848,12000
155849,90788
155850,109900
155851,24000
155852,27750
155853,18900
155854,71400
155855,6700
155856,29500
155857,47500
155858,27890
155859,32250
155860,29645
155861,74500
155862,28895
155863,32368
155864,50000
155865,40200
155866,25000
155867,48500
155868,99000
155869,44798
155870,23999
155871,62479
155872,31000
155873,25500
155874,20199
155875,6450
155876,28000
155877,30990
155878,23977
155879,31000
155880,36995
155881,75000
155882,20000
155883,79990
155884,19000
155885,19800
155886,21500
155887,38999
155888,27000
155889,5700
155890,43499
155891,15900
155892,53722
155893,21500
155894,4000
155895,111000
155896,86999
155897,16250
155898,20000
155899,49000
155900,45000
155901,23500
155902,99999
155903,5900
155904,7700
155905,125900
155906,77999
155907,39000
155908,37500
155909,23500
155910,12900
155911,4000
155912,42000
155913,29000
155914,15500
155915,25000
155916,105500
155917,49995
155918,29255
155919,30000
155920,101000
155921,83000
155922,28500
155923,43500
155924,73000
155925,68500
155926,29500
155927,14311
155928,15000
155929,7200
155930,63500
155931,30999
155932,9000
155933,92000
155934,18800
155935,75000
155936,38598
155937,43000
155938,29950
155939,24000
155940,36994
155941,54999
155942,34900
155943,48459
155944,23900
155945,26500
155946,40500
155947,19780
155948,95000
155949,20599
155950,23999
155951,25500
155952,39999
155953,51900
155954,5750
155955,49273
155956,13500
155957,34900
155958,69900
155959,11500
155960,12400
155961,16998
155962,18500
155963,86999
155964,17999
155965,15500
155966,53500
155967,23000
155968,5999
155969,52999
155970,32324
155971,36500
155972,35500
155973,39900
155974,59335
155975,35900
155976,75500
155977,39000
155978,47998
155979,17000
155980,23000
155981,9999
155982,17000
155983,36300
155984,210000
155985,49990
155986,67963
155987,33900
155988,8500
155989,56000
155990,30490
155991,34000
155992,28500
155993,44900
155994,13000
155995,25000
155996,68500
155997,21500
155998,28000
155999,42995
156000,149900
156001,53500
156002,172900
156003,44400
156004,11800
156005,7500
156006,6500
156007,39998
156008,20000
156009,38000
156010,73000
156011,51899
156012,19950
156013,45500
156014,93500
156015,10999
156016,11600
156017,72995
156018,19500
156019,80000
156020,13000
156021,48815
156022,12500
156023,31000
156024,35234
156025,49895
156026,7500
156027,5000
156028,30490
156029,69500
156030,21999
156031,23598
156032,22800
156033,109900
156034,11995
156035,25998
156036,12500
156037,36949
156038,56999
156039,33900
156040,41885
156041,77900
156042,4500
156043,72777
156044,47500
156045,20950
156046,24995
156047,73600
156048,17816
156049,55655
156050,17500
156051,21500
156052,31000
156053,40888
156054,63000
156055,53000
156056,36000
156057,13500
156058,50000
156059,26499
156060,61000
156061,58900
156062,44646
156063,57480
156064,58504
156065,44900
156066,61000
156067,469900
156068,31999
156069,125900
156070,34950
156071,9499
156072,85000
156073,41000
156074,75500
156075,43860
156076,4200
156077,41000
156078,18500
156079,27500
156080,18500
156081,75000
156082,36800
156083,5899
156084,8500
156085,20000
156086,36990
156087,10400
156088,24900
156089,26000
156090,9950
156091,26900
156092,89995
156093,22800
156094,14900
156095,12000
156096,20900
156097,62479
156098,29500
156099,32250
156100,85500
156101,78999
156102,49998
156103,12300
156104,17000
156105,81500
156106,16000
156107,9000
156108,41999
156109,28890
156110,35999
156111,36800
156112,11995
156113,91000
156114,15900
156115,61350
156116,15000
156117,17599
156118,73500
156119,5500
156120,8500
156121,99950
156122,164725
156123,93999
156124,4700
156125,55000
156126,314900
156127,49900
156128,67000
156129,3500
156130,24999
156131,15000
156132,71000
156133,44249
156134,41000
156135,4500
156136,35670
156137,27599
156138,54490
156139,23995
156140,4400
156141,20500
156142,10199
156143,16000
156144,51750
156145,41400
156146,78000
156147,32000
156148,17800
156149,9500
156150,27500
156151,29999
156152,25900
156153,13999
156154,24900
156155,6500
156156,12500
156157,56900
156158,68495
156159,39900
156160,12000
156161,21900
156162,22500
156163,46000
156164,39900
156165,5990
156166,81000
156167,19950
156168,44850
156169,79995
156170,7300
156171,57300
156172,37405
156173,46900
156174,46598
156175,46999
156176,12000
156177,85500
156178,6500
156179,32600
156180,3200
156181,9499
156182,43900
156183,11900
156184,35234
156185,13500
156186,50000
156187,61950
156188,6500
156189,40888
156190,7200
156191,34995
156192,39500
156193,19550
156194,83000
156195,14500
156196,42500
156197,4999
156198,49999
156199,33000
156200,29994
156201,19999
156202,489995
156203,75000
156204,42599
156205,19000
156206,29500
156207,33000
156208,36599
156209,50000
156210,3950
156211,24500
156212,68995
156213,51900
156214,15900
156215,29000
156216,30000
156217,44791
156218,3950
156219,11498
156220,130000
156221,56998
156222,23500
156223,29999
156224,33299
156225,45500
156226,39990
156227,65000
156228,25099
156229,23105
156230,60999
156231,7200
156232,86500
156233,101999
156234,44500
156235,47449
156236,16000
156237,28500
156238,47214
156239,30000
156240,55000
156241,6750
156242,39390
156243,27499
156244,45750
156245,27500
156246,47000
156247,51890
156248,37900
156249,30500
156250,33000
156251,36994
156252,24000
156253,27500
156254,31950
156255,42598
156256,39995
156257,22000
156258,45515
156259,17000
156260,53000
156261,35000
156262,66200
156263,5000
156264,18000
156265,22000
156266,37000
156267,63598
156268,44800
156269,25884
156270,17000
156271,33410
156272,5500
156273,11000
156274,8995
156275,41000
156276,13900
156277,33610
156278,44500
156279,48950
156280,36500
156281,33500
156282,57000
156283,75000
156284,89999
156285,43000
156286,43389
156287,16700
156288,3900
156289,36500
156290,17899
156291,11000
156292,24995
156293,5500
156294,44990
156295,17500
156296,220000
156297,22500
156298,42000
156299,46900
156300,44998
156301,9950
156302,13500
156303,6500
156304,7850
156305,15000
156306,45000
156307,179900
156308,32999
156309,50000
156310,25500
156311,28500
156312,12000
156313,240000
156314,39500
156315,124999
156316,8500
156317,30798
156318,32450
156319,28500
156320,30999
156321,13900
156322,10995
156323,94900
156324,46599
156325,59000
156326,16600
156327,69645
156328,21800
156329,31853
156330,27000
156331,17900
156332,16000
156333,36500
156334,31000
156335,35557
156336,47500
156337,18853
156338,29500
156339,32000
156340,12950
156341,26095
156342,94999
156343,31900
156344,30000
156345,19500
156346,48000
156347,14900
156348,41950
156349,8950
156350,7000
156351,33800
156352,22000
156353,21500
156354,17999
156355,34000
156356,37000
156357,49999
156358,48999
156359,29900
156360,11500
156361,12749
156362,44800
156363,43000
156364,7999
156365,51000
156366,36000
156367,54500
156368,92500
156369,18900
156370,32750
156371,9985
156372,37900
156373,41927
156374,39998
156375,103500
156376,14900
156377,9000
156378,19500
156379,74999
156380,33900
156381,19395
156382,65990
156383,62500
156384,59598
156385,73600
156386,11200
156387,80900
156388,41500
156389,44800
156390,61900
156391,27999
156392,12975
156393,90000
156394,59598
156395,6000
156396,43500
156397,31621
156398,17495
156399,73500
156400,20999
156401,26599
156402,5995
156403,39750
156404,54599
156405,9900
156406,10900
156407,50000
156408,25500
156409,124000
156410,29500
156411,49999
156412,39999
156413,60000
156414,36000
156415,39979
156416,11500
156417,8999
156418,54000
156419,8500
156420,23977
156421,58500
156422,59995
156423,42433
156424,20500
156425,25000
156426,27499
156427,68750
156428,61000
156429,29000
156430,19500
156431,49273
156432,62900
156433,41500
156434,55999
156435,15000
156436,15000
156437,23500
156438,319900
156439,8200
156440,82499
156441,22999
156442,12700
156443,11900
156444,52500
156445,17999
156446,25500
156447,107900
156448,4100
156449,55000
156450,32455
156451,16500
156452,47000
156453,33995
156454,45000
156455,12950
156456,83500
156457,50000
156458,47500
156459,44950
156460,27785
156461,34500
156462,37000
156463,6999
156464,80140
156465,18387
156466,73995
156467,22995
156468,12000
156469,11000
156470,6500
156471,29000
156472,6300
156473,29000
156474,32000
156475,7899
156476,50000
156477,45515
156478,26000
156479,7000
156480,23450
156481,29500
156482,15300
156483,51499
156484,4200
156485,7000
156486,18700
156487,36994
156488,46500
156489,30499
156490,42250
156491,13000
156492,34700
156493,11600
156494,18000
156495,21500
156496,16370
156497,17500
156498,3000
156499,18900
156500,37500
156501,36800
156502,15499
156503,34900
156504,17000
156505,31900
156506,81900
156507,37500
156508,44900
156509,32600
156510,8300
156511,193063
156512,19500
156513,29000
156514,65990
156515,11000
156516,14750
156517,33295
156518,75500
156519,115000
156520,16000
156521,29950
156522,16000
156523,60500
156524,42500
156525,47800
156526,39000
156527,26500
156528,129000
156529,8700
156530,33499
156531,12999
156532,50998
156533,22995
156534,26990
156535,73300
156536,78900
156537,37000
156538,35300
156539,60200
156540,20900
156541,82500
156542,84995
156543,130000
156544,17500
156545,36250
156546,15000
156547,36800
156548,45855
156549,8500
156550,24000
156551,15500
156552,17999
156553,13500
156554,36250
156555,10000
156556,18500
156557,28500
156558,69995
156559,17900
156560,30900
156561,28600
156562,43900
156563,49500
156564,7850
156565,17900
156566,12500
156567,114000
156568,21000
156569,52999
156570,36995
156571,19500
156572,24900
156573,42388
156574,39998
156575,61950
156576,5100
156577,46900
156578,10999
156579,8750
156580,15999
156581,8500
156582,53500
156583,90000
156584,19500
156585,12250
156586,171900
156587,5800
156588,22500
156589,36300
156590,75499
156591,8500
156592,15900
156593,29614
156594,35000
156595,95580
156596,13599
156597,26125
156598,46999
156599,44900
156600,12468
156601,42000
156602,279950
156603,45985
156604,29995
156605,11499
156606,35645
156607,49900
156608,25500
156609,11500
156610,15000
156611,135800
156612,41598
156613,105500
156614,11000
156615,28000
156616,7200
156617,26000
156618,42500
156619,56900
156620,77430
156621,36000
156622,10500
156623,18500
156624,94000
156625,71200
156626,11900
156627,35690
156628,31000
156629,48000
156630,18000
156631,50000
156632,69995
156633,43500
156634,57480
156635,80900
156636,24440
156637,29000
156638,39390
156639,20800
156640,22000
156641,32000
156642,15900
156643,45000
156644,46000
156645,35557
156646,17900
156647,59200
156648,82000
156649,12500
156650,6250
156651,10500
156652,20000
156653,18900
156654,25000
156655,18800
156656,65900
156657,71995
156658,22000
156659,10500
156660,96850
156661,8950
156662,43998
156663,10500
156664,99800
156665,18000
156666,14500
156667,33000
156668,56740
156669,18000
156670,27599
156671,7999
156672,85000
156673,42000
156674,26000
156675,90000
156676,17500
156677,33400
156678,67800
156679,11500
156680,16500
156681,18500
156682,8500
156683,56900
156684,8550
156685,47500
156686,15999
156687,59800
156688,7100
156689,68420
156690,34900
156691,112500
156692,7700
156693,24590
156694,39999
156695,53500
156696,54000
156697,59590
156698,69998
156699,7900
156700,59950
156701,54000
156702,13450
156703,36000
156704,59900
156705,31000
156706,21500
156707,88950
156708,34000
156709,9000
156710,6500
156711,18500
156712,63100
156713,27000
156714,7500
156715,32000
156716,12900
156717,9950
156718,24999
156719,47645
156720,32600
156721,30427
156722,22500
156723,50927
156724,31331
156725,491836
156726,27800
156727,72980
156728,12500
156729,30000
156730,243900
156731,21800
156732,56000
156733,30000
156734,49999
156735,8500
156736,84000
156737,20900
156738,3000
156739,75500
156740,18500
156741,11000
156742,29600
156743,128995
156744,12500
156745,12000
156746,34999
156747,13310
156748,29000
156749,73000
156750,21500
156751,65499
156752,62479
156753,12500
156754,19550
156755,37000
156756,33299
156757,32500
156758,38000
156759,31000
156760,8500
156761,30000
156762,37000
156763,73000
156764,10999
156765,41500
156766,39000
156767,20800
156768,24995
156769,78999
156770,27350
156771,34999
156772,48600
156773,29998
156774,27995
156775,20000
156776,33500
156777,30000
156778,42900
156779,10000
156780,16500
156781,26000
156782,30000
156783,3500
156784,17000
156785,11500
156786,32990
156787,19500
156788,56999
156789,21000
156790,12980
156791,4400
156792,130000
156793,7500
156794,3500
156795,13800
156796,33995
156797,21999
156798,17000
156799,220000
156800,98000
156801,7500
156802,64500
156803,78900
156804,10500
156805,133500
156806,64600
156807,14300
156808,75000
156809,25900
156810,8000
156811,85998
156812,13900
156813,38500
156814,32000
156815,22966
156816,16000
156817,30000
156818,15000
156819,31995
156820,8900
156821,42816
156822,179900
156823,13500
156824,95000
156825,10499
156826,41900
156827,23000
156828,49000
156829,220000
156830,17500
156831,27000
156832,19000
156833,44000
156834,30000
156835,10500
156836,37500
156837,18500
156838,15750
156839,53000
156840,23000
156841,11970
156842,37499
156843,43250
156844,20000
156845,2990
156846,15500
156847,30775
156848,28250
156849,26500
156850,47756
156851,25000
156852,22450
156853,8500
156854,6000
156855,9999
156856,58504
156857,86999
156858,47000
156859,6000
156860,9500
156861,21500
156862,39500
156863,44791
156864,28500
156865,144900
156866,11999
156867,28906
156868,51900
156869,33000
156870,49895
156871,45900
156872,44315
156873,43000
156874,67000
156875,8500
156876,31000
156877,15500
156878,13999
156879,34900
156880,55998
156881,30000
156882,31990
156883,12500
156884,34995
156885,18995
156886,34000
156887,55000
156888,14500
156889,17000
156890,40000
156891,59900
156892,15000
156893,53950
156894,33499
156895,10750
156896,13500
156897,22495
156898,32750
156899,32850
156900,12500
156901,27500
156902,24500
156903,35707
156904,15700
156905,35000
156906,82000
156907,79900
156908,18500
156909,8250
156910,41000
156911,33200
156912,40000
156913,64600
156914,12000
156915,36500
156916,18000
156917,59000
156918,19800
156919,24000
156920,18750
156921,19500
156922,13000
156923,22500
156924,10500
156925,28900
156926,12500
156927,36999
156928,479995
156929,9000
156930,35998
156931,147500
156932,14000
156933,26500
156934,39799
156935,91000
156936,35999
156937,14000
156938,24000
156939,36750
156940,48000
156941,18000
156942,38999
156943,49500
156944,20000
156945,8500
156946,72500
156947,17500
156948,18300
156949,30000
156950,159000
156951,6500
156952,86000
156953,19750
156954,55000
156955,59400
156956,39853
156957,73000
156958,30490
156959,26000
156960,10600
156961,31500
156962,31500
156963,48900
156964,4200
156965,48219
156966,28991
156967,179000
156968,14000
156969,12999
156970,29900
156971,6500
156972,18000
156973,52500
156974,18500
156975,19977
156976,34084
156977,42800
156978,17500
156979,29000
156980,13500
156981,43499
156982,33333
156983,26500
156984,38500
156985,3900
156986,52500
156987,34950
156988,45500
156989,23500
156990,38500
156991,78000
156992,73500
156993,9995
156994,10000
156995,26750
156996,36500
156997,13000
156998,61999
156999,64800
157000,79900
157001,91000
157002,82500
157003,14945
157004,44750
157005,15500
157006,127899
157007,7350
157008,33950
157009,51900
157010,36990
157011,39100
157012,6800
157013,8700
157014,9450
157015,12500
157016,41999
157017,43599
157018,238900
157019,75000
157020,32100
157021,53800
157022,26000
157023,64000
157024,38095
157025,24000
157026,16800
157027,36570
157028,18000
157029,55000
157030,55000
157031,28500
157032,41900
157033,229000
157034,34995
157035,43389
157036,28000
157037,15000
157038,48000
157039,9000
157040,9500
157041,28000
157042,135800
157043,11000
157044,21000
157045,52000
157046,18500
157047,21000
157048,209991
157049,8550
157050,17999
157051,41000
157052,5500
157053,19500
157054,23500
157055,73900
157056,2954083
157057,69999
157058,57480
157059,35500
157060,6300
157061,20900
157062,68900
157063,8200
157064,31755
157065,9999
157066,18900
157067,18650
157068,48500
157069,6100
157070,35900
157071,32324
157072,61900
157073,32000
157074,47645
157075,25500
157076,185950
157077,10500
157078,188900
157079,90000
157080,12000
157081,10700
157082,21500
157083,27000
157084,29999
157085,44950
157086,39499
157087,10000
157088,6900
157089,18995
157090,94900
157091,10995
157092,34500
157093,29999
157094,33900
157095,34500
157096,35850
157097,53500
157098,30000
157099,15300
157100,14195
157101,4500
157102,8500
157103,133500
157104,8995
157105,71999
157106,78000
157107,18750
157108,35645
157109,22500
157110,17999
157111,69950
157112,79999
157113,32500
157114,49500
157115,175000
157116,97500
157117,32850
157118,36999
157119,74900
157120,65499
157121,42000
157122,14599
157123,25500
157124,193063
157125,133000
157126,23000
157127,12250
157128,9500
157129,15999
157130,26500
157131,85500
157132,29800
157133,23900
157134,8000
157135,65000
157136,18000
157137,29800
157138,29000
157139,12500
157140,68000
157141,27000
157142,16500
157143,53000
157144,17500
157145,7899
157146,20000
157147,35000
157148,15500
157149,6000
157150,69000
157151,64600
157152,37000
157153,36750
157154,14998
157155,10000
157156,48000
157157,74900
157158,39995
157159,52000
157160,39999
157161,12000
157162,29999
157163,8995
157164,26600
157165,7999
157166,21990
157167,69500
157168,43999
157169,16500
157170,166900
157171,31000
157172,8900
157173,2500
157174,19425
157175,9950
157176,69000
157177,39998
157178,75000
157179,59000
157180,16900
157181,41299
157182,234900
157183,12000
157184,17000
157185,76700
157186,28900
157187,46900
157188,229900
157189,45277
157190,67500
157191,51899
157192,30000
157193,27000
157194,78000
157195,15900
157196,8500
157197,39687
157198,48889
157199,9985
157200,59200
157201,45861
157202,67000
157203,6999
157204,60000
157205,46500
157206,15999
157207,28900
157208,5230
157209,75000
157210,29950
157211,16100
157212,34000
157213,20995
157214,19000
157215,44400
157216,37000
157217,7500
157218,37500
157219,4300
157220,9499
157221,16500
157222,5500
157223,29900
157224,34500
157225,5000
157226,73000
157227,33499
157228,20900
157229,55900
157230,24000
157231,22500
157232,21900
157233,47500
157234,41500
157235,50999
157236,33995
157237,69000
157238,39860
157239,48950
157240,7000
157241,52999
157242,12250
157243,39900
157244,81500
157245,59500
157246,9499
157247,12900
157248,6000
157249,19190
157250,10990
157251,12900
157252,38500
157253,36500
157254,18500
157255,37000
157256,44998
157257,63000
157258,14000
157259,42500
157260,6000
157261,16900
157262,18995
157263,42442
157264,22000
157265,26500
157266,65000
157267,56900
157268,14000
157269,21590
157270,102000
157271,70000
157272,21000
157273,25500
157274,19977
157275,31000
157276,75950
157277,10995
157278,47000
157279,279900
157280,53900
157281,5750
157282,8250
157283,65990
157284,12500
157285,35345
157286,14500
157287,11500
157288,33999
157289,24000
157290,23000
157291,16000
157292,37000
157293,69900
157294,29000
157295,35999
157296,19500
157297,34562
157298,27500
157299,27500
157300,7500
157301,15750
157302,7500
157303,14500
157304,75500
157305,25900
157306,72999
157307,78000
157308,49883
157309,11800
157310,42000
157311,33000
157312,19000
157313,5500
157314,29000
157315,62500
157316,68500
157317,51999
157318,11500
157319,29800
157320,19500
157321,18500
157322,76000
157323,47000
157324,77900
157325,51000
157326,68500
157327,3600
157328,24500
157329,107900
157330,417500
157331,14200
157332,42500
157333,179900
157334,69500
157335,26450
157336,35000
157337,9999
157338,34500
157339,19998
157340,12500
157341,7500
157342,22989
157343,20499
157344,26000
157345,44596
157346,41598
157347,49950
157348,31900
157349,42000
157350,18500
157351,68495
157352,27899
157353,88900
157354,32000
157355,38999
157356,28995
157357,34600
157358,19550
157359,10400
157360,16500
157361,44800
157362,27499
157363,128000
157364,49500
157365,5700
157366,4300
157367,45000
157368,36750
157369,31700
157370,48500
157371,33500
157372,51999
157373,37500
157374,38000
157375,16100
157376,33000
157377,12000
157378,4500
157379,82499
157380,39687
157381,43389
157382,22500
157383,69900
157384,26500
157385,44870
157386,46500
157387,45023
157388,52500
157389,44950
157390,43499
157391,52991
157392,12000
157393,63999
157394,28450
157395,27450
157396,12000
157397,31113
157398,145000
157399,25495
157400,46120
157401,15000
157402,31650
157403,45515
157404,4000
157405,66900
157406,107900
157407,85495
157408,41885
157409,6000
157410,35999
157411,22500
157412,15900
157413,69790
157414,30890
157415,19950
157416,12240
157417,11999
157418,8500
157419,27000
157420,29500
157421,68000
157422,599995
157423,46999
157424,50000
157425,30825
157426,53500
157427,18998
157428,14798
157429,74900
157430,10995
157431,75000
157432,44900
157433,166900
157434,31000
157435,117900
157436,27900
157437,9999
157438,17000
157439,29000
157440,55655
157441,11500
157442,69790
157443,48000
157444,27998
157445,17999
157446,20000
157447,10099
157448,28900
157449,9495
157450,31000
157451,85500
157452,65000
157453,13000
157454,10500
157455,47998
157456,41900
157457,39777
157458,21250
157459,34000
157460,58598
157461,84000
157462,36000
157463,119900
157464,32000
157465,35707
157466,38900
157467,13500
157468,57300
157469,359991
157470,75950
157471,19000
157472,18749
157473,7500
157474,13000
157475,43430
157476,5500
157477,12900
157478,44791
157479,27000
157480,37999
157481,2500
157482,45500
157483,44000
157484,17000
157485,92000
157486,46500
157487,28324
157488,150000
157489,64600
157490,17000
157491,22500
157492,29998
157493,65900
157494,56000
157495,35000
157496,26000
157497,29500
157498,39500
157499,11100
157500,6600
157501,29500
157502,65500
157503,18900
157504,14000
157505,39900
157506,14950
157507,12499
157508,17999
157509,38900
157510,17900
157511,10500
157512,60000
157513,79950
157514,14900
157515,16000
157516,65000
157517,37000
157518,8400
157519,32662
157520,8700
157521,32400
157522,37500
157523,12000
157524,15999
157525,18300
157526,58900
157527,27875
157528,6000
157529,89900
157530,14000
157531,33333
157532,53000
157533,10500
157534,42500
157535,9800
157536,16995
157537,16900
157538,41599
157539,95998
157540,5995
157541,28900
157542,21500
157543,28900
157544,4300
157545,8900
157546,31000
157547,12000
157548,7600
157549,73998
157550,15000
157551,58000
157552,18900
157553,24500
157554,21495
157555,26900
157556,17800
157557,13000
157558,22500
157559,39000
157560,93999
157561,15900
157562,31950
157563,46000
157564,42998
157565,40998
157566,20000
157567,38500
157568,17500
157569,13000
157570,13349
157571,94995
157572,34645
157573,57000
157574,84500
157575,162500
157576,54900
157577,15000
157578,33000
157579,36500
157580,78499
157581,84999
157582,17500
157583,11500
157584,27500
157585,9999
157586,29995
157587,19000
157588,47645
157589,31000
157590,32600
157591,35645
157592,59995
157593,41999
157594,30999
157595,8900
157596,30000
157597,13250
157598,9000
157599,49999
157600,35000
157601,59800
157602,9500
157603,15999
157604,19425
157605,19500
157606,30500
157607,15100
157608,18000
157609,62890
157610,32612
157611,32500
157612,46798
157613,34000
157614,19500
157615,37698
157616,61059
